"","term3","Freq"
"211","bathrooms",1
"212","bathroomshampoo",1
"213","bathroomstayed",1
"214","battery",1
"216","bayand",1
"217","baystayed",1
"219","bc",1
"220","bdaystayed",1
"222","bearable",1
"223","beautiful",1
"224","beautifulstayed",1
"229","bedding",1
"230","bednice",1
"234","bedso",1
"238","beeping",1
"239","beerstayed",1
"243","begins",1
"244","behavior",1
"245","behaviour",1
"247","bellboy",1
"248","belongings",1
"250","bencoolanstayed",1
"252","bencoolenstayed",1
"253","bend",1
"258","beststayed",1
"260","betterstayed",1
"262","beverage",1
"266","bid",1
"268","bidets",1
"273","bikestayed",1
"275","billed",1
"277","bird",1
"279","birthdaywe",1
"281","bitten",1
"282","biz",1
"284","blackout",1
"285","blankets",1
"287","blocked",1
"289","blood",1
"290","blower",1
"291","blue",1
"293","boards",1
"294","bob",1
"296","boiled",1
"297","bonus",1
"299","booke",1
"303","bookingcomin",1
"304","bookings",1
"306","bookstayed",1
"310","botle",1
"314","bottomless",1
"317","breaded",1
"318","breadfast",1
"319","breads",1
"321","breakfastespecially",1
"322","breakfastgreat",1
"323","breakfastlocationcomfortstayed",1
"325","breakfasttea",1
"326","breakfastthat",1
"327","breakfastvery",1
"328","breakfasy",1
"329","breathless",1
"330","brew",1
"333","broad",1
"334","brochure",1
"337","browsing",1
"339","brushstayed",1
"340","bud",1
"342","buds",1
"345","bugisstayed",1
"346","bugs",1
"347","bugus",1
"349","burning",1
"351","busa",1
"354","busses",1
"355","bustling",1
"358","butbedbugs",1
"359","butter",1
"360","buttons",1
"363","bystayed",1
"365","cabinet",1
"368","cage",1
"372","calling",1
"374","callsstayed",1
"377","cancelled",1
"379","capable",1
"380","capacity",1
"384","care",1
"385","cared",1
"386","caring",1
"387","carpet",1
"388","carpeted",1
"390","carrying",1
"394","cashbut",1
"395","casher",1
"396","cat",1
"397","category",1
"398","catering",1
"399","catre",1
"400","catwred",1
"401","caught",1
"402","cause",1
"405","cctv",1
"406","ceiling",1
"407","cellulites",1
"408","centalised",1
"412","centralised",1
"413","centralisestayed",1
"415","centralstayed",1
"418","centrestayed",1
"419","cereals",1
"421","chair",1
"422","challenged",1
"423","challengethe",1
"424","challenging",1
"425","chance",1
"429","changi",1
"433","channelsi",1
"434","chapati",1
"437","charges",1
"438","charging",1
"443","checkin",1
"445","checkinstayed",1
"448","cheerful",1
"449","cheese",1
"450","chicken",1
"451","child",1
"456","chocolate",1
"457","chocolates",1
"460","choicestayed",1
"462","choosestayed",1
"463","chose",1
"464","chromecasttoilet",1
"465","church",1
"468","clark",1
"469","class",1
"470","claustrophobic",1
"473","cleanedstayed",1
"475","cleaness",1
"476","cleanessstayed",1
"477","cleaninessstayed",1
"479","cleanlines",1
"482","cleanness",1
"483","cleannessstayed",1
"486","cleared",1
"488","climate",1
"489","clinic",1
"490","clise",1
"491","clock",1
"492","clog",1
"493","clogged",1
"496","closely",1
"499","closing",1
"500","cloth",1
"502","clothesno",1
"503","cloths",1
"504","club",1
"505","cnn",1
"506","cockroach",1
"507","code",1
"508","coffe",1
"510","coffees",1
"511","coffer",1
"512","coin",1
"514","coldstayed",1
"515","collect",1
"516","collecting",1
"517","color",1
"518","combines",1
"521","comfordablestayed",1
"524","comfortablebathroom",1
"525","comfortableclean",1
"527","comfortablethe",1
"528","comforter",1
"529","comfortnessstaffbreakfaststayed",1
"532","comfyroom",1
"535","comment",1
"537","commentsstayed",1
"538","commercial",1
"539","committed",1
"540","common",1
"541","communicatestayed",1
"542","communication",1
"543","commute",1
"547","comparison",1
"548","competitive",1
"550","complaining",1
"551","complaint",1
"557","complex",1
"559","compliments",1
"560","comprehensive",1
"561","computer",1
"563","conceirge",1
"564","concern",1
"568","conditional",1
"569","conditioner",1
"571","conditions",1
"572","confirm",1
"573","confirmation",1
"574","confortable",1
"575","confusing",1
"577","congested",1
"578","connect",1
"580","connecting",1
"582","connectionstayed",1
"583","connivence",1
"584","considerate",1
"586","considered",1
"588","constantly",1
"589","constraint",1
"590","contact",1
"591","containing",1
"593","continous",1
"599","convention",1
"600","conventional",1
"602","cooked",1
"604","cooling",1
"606","corner",1
"607","correct",1
"608","correctly",1
"609","correspond",1
"613","costly",1
"621","counterstayed",1
"625","course",1
"631","coverings",1
"635","crampt",1
"636","crampy",1
"637","creamers",1
"638","creatures",1
"640","crew",1
"642","crockery",1
"648","culinary",1
"649","cultural",1
"650","cupboard",1
"651","cupboards",1
"652","curry",1
"653","currystayed",1
"656","customers",1
"657","customerstayed",1
"662","dangerous",1
"669","dayi",1
"671","deactivated",1
"672","deal",1
"675","decided",1
"678","dehumidifier",1
"679","delay",1
"680","delicacies",1
"682","deliver",1
"685","descent",1
"687","design",1
"688","designed",1
"689","designstayed",1
"691","deska",1
"692","deskstayed",1
"694","destinationsstayed",1
"696","detergent",1
"698","devicesstayed",1
"699","devicesthe",1
"700","diabetes",1
"703","didnat",1
"705","dies",1
"706","dietary",1
"707","difference",1
"710","difficulty",1
"711","digital",1
"713","diningno",1
"715","dip",1
"716","directionsstayed",1
"717","dirt",1
"718","dirty",1
"719","disabilities",1
"720","disable",1
"721","disappear",1
"722","disappeared",1
"724","discontinued",1
"725","discount",1
"726","discounted",1
"731","disposable",1
"732","disruptions",1
"734","distancestayed",1
"735","distanceto",1
"736","distribution",1
"737","disturbing",1
"738","diving",1
"739","diy",1
"741","docket",1
"745","doesnt",1
"747","dollars",1
"754","doorstep",1
"755","doorwaystayed",1
"757","doubles",1
"759","downkept",1
"760","downside",1
"761","downstairs",1
"763","downtownstayed",1
"764","drawer",1
"765","drawers",1
"766","dreadful",1
"767","dressers",1
"768","drier",1
"771","drinks",1
"773","drivers",1
"776","dubai",1
"778","duration",1
"781","dusty",1
"786","earlier",1
"788","earn",1
"791","easter",1
"793","easystayed",1
"795","eateries",1
"798","economicalstayed",1
"799","ederly",1
"800","edwin",1
"801","eeverydaythat",1
"802","efficiency",1
"803","efficiencystayed",1
"805","efficiently",1
"806","effort",1
"811","elavators",1
"812","elcetric",1
"813","elder",1
"818","elsestayed",1
"819","elsewherestayed",1
"820","emotional",1
"821","employee",1
"823","encountered",1
"824","encourages",1
"825","ended",1
"826","endless",1
"827","endured",1
"829","enjoyablestayed",1
"830","enjoyed",1
"831","enjoyment",1
"833","enoughstayed",1
"835","entire",1
"836","entirely",1
"839","environmental",1
"840","environmentstayed",1
"841","equal",1
"843","equipments",1
"846","ericstayed",1
"847","error",1
"848","esp",1
"851","essentials",1
"852","estayed",1
"855","etcvery",1
"856","ethernet",1
"857","europe",1
"868","example",1
"869","exceeded",1
"870","exceedingly",1
"873","excellenteasy",1
"874","excellentstaffs",1
"877","exception",1
